 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3
1,vesta-0002r.fit,1,0,59293.529472,2459293.529472,NaN,NaN,NaN,1.560124,NaN,-19.977101,0.8,NaN,NaN,12.211326,1.6,12,40,60,18.119712,1.801997,0.55494,0.282493,0.062254,0.019172,64.142197,28.945766,28.945766,34357.125094,533.492289,943.122714,798.121356,943.622714,538.378644,622541.199557,868.265671,716.993911,21477,1581.597872,257.042129,7.450046,7.627542,7.272551,333.44465,0.993706,1138.798389,821.325096,1139.298389,515.174904,22095.469066,389.834702,56.679072,1032,302.25641,255.04387,7.402641,7.659441,7.145841,350.397383,0.994615,610.962087,1113.237925,611.462087,223.262075,12261.656028,364.201768,33.667206,669,263.315451,237.002884,7.375804,7.609254,7.142355,327.242535,0.976719
2,vesta-0003r.fit,2,0,59293.529623,2459293.529623,NaN,NaN,NaN,1.558862,NaN,-19.977101,0.8,NaN,NaN,11.223324,1.6,12,40,60,18.775799,1.872813,0.533956,0.280054,0.062814,0.017909,67.043477,29.815369,29.815369,33070.467093,491.165368,941.900514,796.661165,942.400514,539.838835,620924.445485,854.424904,726.716231,28786,1824.426768,256.435744,6.962816,6.90579,7.019843,305.471477,0.997484,1137.141367,820.110255,1137.641367,516.389745,21558.938402,359.076295,60.039993,1385,309.480916,254.623566,6.778768,6.685482,6.872054,300.876278,0.996619,609.974211,1111.738346,610.474211,224.761654,11511.528691,335.123311,34.350128,757,266.085859,237.016342,7.270222,7.45246,7.087984,323.927976,0.973302
3,vesta-0004r.fit,3,0,59293.529785,2459293.529785,NaN,NaN,NaN,1.557505,NaN,-19.977101,0.8,NaN,NaN,11.925829,1.6,12,40,60,18.080664,1.974224,0.506528,0.279099,0.069981,0.017955,64.782198,28.210889,28.210889,33932.36783,521.632218,943.02668,798.40172,943.52668,538.09828,613519.745404,859.053105,714.181396,17568,1622.374165,255.960478,7.566849,7.401073,7.732625,289.764212,0.996776,1138.219703,821.151529,1138.719703,515.348471,22523.553488,382.118228,58.943939,955,304.633929,254.35814,7.680059,7.765666,7.594452,320.964318,0.98837,611.23863,1112.787357,611.73863,223.712643,11408.814341,355.085666,32.129752,577,262.364653,236.841579,7.058011,7.19419,6.921831,330.131683,0.994142
4,vesta-0005r.fit,4,0,59293.535792,2459293.535792,NaN,NaN,NaN,1.509562,NaN,-20.417621,0.8,NaN,NaN,10.440662,1.6,12,40,60,18.135708,1.81248,0.55173,0.250132,0.055328,0.016842,72.504553,32.758828,32.758828,33602.925204,461.147878,943.008606,802.493972,943.508606,534.006028,609412.843123,838.442779,726.838919,25856,2027.133721,255.584758,6.917592,6.991413,6.843771,333.599048,0.998754,1137.314218,819.95679,1137.814218,516.54321,21655.131476,338.360124,64.000247,1325,317.492711,254.358217,6.490735,6.493168,6.488302,315.371884,0.996664,609.922792,1111.27392,610.422792,225.22608,11947.793728,313.32059,38.132808,767,271.833333,236.898264,5.9419,5.639633,6.244168,65.315446,0.975715
5,vesta-0006r.fit,5,0,59293.535942,2459293.535942,NaN,NaN,NaN,1.508418,NaN,-20.417621,0.8,NaN,NaN,12.479752,1.6,12,40,60,17.33262,1.833844,0.545303,0.27208,0.064267,0.01911,63.704067,28.53487,28.53487,34912.571956,545.789266,942.12871,803.14932,942.62871,533.35068,605126.340476,860.590449,703.152517,21710,1498.084189,255.524968,7.492886,7.62878,7.356993,347.246745,0.998386,1136.361507,820.2978,1136.861507,516.2022,22592.707763,398.318269,56.72024,1026,299.989817,253.976155,7.669254,7.955441,7.383067,341.278206,0.991188,608.663949,1111.775922,609.163949,224.724078,12319.864193,373.133327,33.017325,679,261.596741,236.505368,7.787205,7.815314,7.759096,316.770228,0.986333
6,vesta-0007r.fit,6,0,59293.536093,2459293.536093,NaN,NaN,NaN,1.507276,NaN,-19.977101,0.8,NaN,NaN,11.581249,1.6,12,40,60,17.569358,1.858241,0.538143,0.262013,0.062118,0.017989,67.055255,29.914495,29.914495,34235.266036,508.269911,942.392491,801.777783,942.892491,534.722217,601491.633062,847.36917,709.834219,27439,1681.388626,256.053002,6.968509,6.983797,6.95322,30.164287,0.999921,1136.786076,818.742082,1137.286076,517.757918,22257.526065,371.451961,59.920335,1189,307.225118,254.482166,6.796904,7.116707,6.477102,9.359775,0.990171,609.401039,1110.308805,609.901039,226.191195,11977.73997,346.931901,34.524758,821,265.127358,236.877972,7.322957,7.614337,7.031578,17.631573,0.990531
7,vesta-0008r.fit,7,0,59293.541799,2459293.541799,NaN,NaN,NaN,1.46587,NaN,-19.977101,0.8,NaN,NaN,11.758766,1.6,12,40,60,18.063237,1.847566,0.541253,0.27148,0.062075,0.018185,66.536059,29.763418,29.763418,34238.456493,512.378773,942.596204,808.175468,943.096204,528.324532,618457.367205,859.797878,719.305528,23374,1670.601831,255.367581,7.305035,7.2273,7.38277,303.360833,0.997101,1135.672779,819.433051,1136.172779,517.066949,22214.69282,374.821911,59.267327,1186,305.612529,254.070318,7.006379,6.676059,7.336699,296.046487,0.97655,608.318108,1110.30423,608.818108,226.19577,12023.763673,349.343014,34.418217,754,264.419954,236.52259,7.013761,6.699306,7.328217,280.677281,0.990768
8,vesta-0009r.fit,8,0,59293.541961,2459293.541961,NaN,NaN,NaN,1.464746,NaN,-20.417621,0.8,NaN,NaN,10.124561,1.6,12,40,60,17.907539,1.933415,0.517219,0.236179,0.057728,0.015443,75.821883,33.492099,33.492099,34104.879567,447.377332,943.265541,807.997838,943.765541,528.502162,610734.473051,835.323486,731.135282,30845,2151.677019,254.986109,6.482351,6.734031,6.230672,353.798485,0.993698,1136.290874,818.803428,1136.790874,517.696572,22478.540792,329.741401,68.170211,1434,323.510903,253.484297,6.63578,6.64557,6.62599,316.505712,0.996846,608.643988,1109.947544,609.143988,226.552456,11626.338776,302.352585,38.452917,913,272.514107,236.067904,5.787082,5.603951,5.970212,77.925423,0.995199
9,vesta-0010r.fit,9,0,59293.542111,2459293.542111,NaN,NaN,NaN,1.463705,NaN,-20.417621,0.8,NaN,NaN,10.519067,1.6,12,40,60,17.838375,1.883166,0.531021,0.241637,0.057375,0.016179,73.822901,32.821985,32.821985,34355.231014,462.986073,943.926995,808.917596,944.426995,527.582404,612841.479482,839.827059,729.723427,30277,2046.149123,254.214972,6.48319,6.47157,6.494809,309.007338,0.999702,1136.98089,819.81948,1137.48089,516.68052,22439.432353,339.083132,66.176787,1293,318.15407,252.923162,6.718008,6.711454,6.724563,48.32275,0.999716,609.389141,1111.264075,609.889141,225.235925,11915.798661,315.243926,37.798662,795,270.215517,235.974716,6.342078,6.180278,6.503878,54.574327,0.975835
10,vesta-0011r.fit,10,0,59293.54688,2459293.54688,NaN,NaN,NaN,1.431916,NaN,-19.977101,0.8,NaN,NaN,10.110984,1.6,12,40,60,17.608803,1.915154,0.522151,0.232102,0.057124,0.015574,75.866738,33.5263,33.5263,34212.951708,448.489276,941.745974,814.425414,942.245974,522.074586,602449.13587,830.29396,725.585353,31594,2132.174455,255.38587,6.376808,6.412237,6.34138,9.413402,0.999862,1133.970522,820.651358,1134.470522,515.848642,22476.71204,328.728604,68.374677,1395,324.786164,254.104679,6.542264,6.552824,6.531703,42.850122,0.998146,606.089494,1111.909532,606.589494,224.590468,11736.239668,305.090373,38.468076,857,272.734568,236.511606,5.977358,5.869704,6.085012,51.706598,0.975904
11,vesta-0012r.fit,11,0,59293.54703,2459293.54703,NaN,NaN,NaN,1.43095,NaN,-19.977101,0.8,NaN,NaN,10.968488,1.6,12,40,60,17.324976,1.866832,0.535667,0.24131,0.058294,0.016727,71.795436,32.024248,32.024248,34853.850913,483.030068,941.730084,813.437637,942.230084,523.062363,603842.130751,840.553343,718.386449,35636,1856.129973,254.426709,6.531962,6.534747,6.529177,322.175311,0.999988,1133.846417,819.421905,1134.346417,517.078095,22696.233577,353.673333,64.172872,1574,313.806366,253.604155,6.707606,6.434423,6.98079,88.065758,0.993357,606.087831,1110.964339,606.587831,225.535661,12157.617337,328.988176,36.954572,852,268.115789,236.12206,6.778201,6.500455,7.055948,75.437011,0.991228
12,vesta-0013r.fit,12,0,59293.547192,2459293.547192,NaN,NaN,NaN,1.429912,NaN,-19.977101,0.8,NaN,NaN,10.814306,1.6,12,40,60,17.44491,1.825831,0.547696,0.241502,0.056116,0.016833,72.235108,32.536921,32.536921,34422.97547,474.120883,941.09386,813.620226,941.59386,522.879774,600505.69868,836.721492,717.688866,33311,1890.449591,254.194282,6.543921,6.590805,6.497038,30.162425,0.999162,1133.088379,819.549652,1133.588379,516.950348,22241.435591,347.682589,63.970519,1495,314.093151,253.157711,6.725126,6.507756,6.942496,82.614308,0.99554,605.309375,1111.301084,605.809375,225.198916,12181.53988,322.346753,37.790174,961,268.89863,235.524548,6.655369,7.178264,6.132475,24.991884,0.941011
13,vesta-0014r.fit,13,0,59293.552539,2459293.552539,NaN,NaN,NaN,1.397048,NaN,-20.417621,0.8,NaN,NaN,9.453521,1.6,12,40,60,17.16316,1.928274,0.518599,0.208646,0.05296,0.014243,82.25965,36.409968,36.409968,34922.67617,421.834877,941.681093,818.345598,942.181093,518.154402,599383.488831,821.547835,729.57832,48750,2371.5053,253.542442,5.584483,5.720191,5.448774,8.825615,0.997402,1132.642519,819.074451,1133.142519,517.425549,22996.647037,310.886172,73.971277,2026,335.898917,252.878531,5.754497,5.761535,5.747458,43.169566,0.998532,604.911535,1110.178126,605.411535,226.321874,11926.029133,285.121819,41.827838,1188,278.235714,235.642753,5.873874,6.243625,5.504122,20.187196,0.972905
14,vesta-0015r.fit,14,0,59293.55269,2459293.55269,NaN,NaN,NaN,1.396162,NaN,-19.977101,0.8,NaN,NaN,9.830526,1.6,12,40,60,17.481913,1.822716,0.548632,0.226272,0.052378,0.015766,77.260604,34.799245,34.799245,33869.299603,435.857298,941.766931,818.595268,942.266931,517.904732,592100.136114,820.557018,721.583172,35668,2207.9967,253.870838,6.048556,6.104503,5.992608,27.89359,0.998918,1132.497817,819.334175,1132.997817,517.165825,21870.467305,318.892881,68.582488,1997,326.090301,252.944925,5.929249,5.638895,6.219603,272.974845,0.99035,604.933946,1110.53172,605.433946,225.96828,11998.832298,297.117678,40.384108,1202,275.212418,236.000548,6.07247,5.924916,6.220024,51.500023,0.953383
15,vesta-0016r.fit,15,0,59293.552852,2459293.552852,NaN,NaN,NaN,1.395209,NaN,-20.417621,0.8,NaN,NaN,10.923503,1.6,12,40,60,16.89876,1.781569,0.561303,0.225143,0.052161,0.016434,75.058033,34.154935,34.154935,36236.665598,480.189374,942.299021,818.462408,942.799021,518.037592,612354.698991,844.363787,725.226151,44329,1904.037736,253.485987,6.065282,6.510954,5.619609,357.351017,0.978451,1132.916495,818.605307,1133.416495,517.894693,23209.246479,352.48279,65.845049,1785,314.609626,252.552817,6.543483,6.942398,6.144568,345.441867,0.980666,605.472023,1109.693605,605.972023,226.806395,13027.419119,326.094645,39.94981,1120,270.568733,235.454396,6.490518,7.028217,5.952819,4.011985,0.972382
16,vesta-0017r.fit,16,60022,59293.558083,2459293.558083,NaN,NaN,NaN,1.365662,NaN,-20.417621,0.8,NaN,NaN,8.738825,1.6,12,40,60,16.816484,1.863166,0.536721,0.191846,0.047043,0.013552,87.656272,39.605327,39.605327,35078.816749,397.285381,941.083001,823.846853,941.583001,512.653147,589902.345267,808.800346,729.354714,60022,2680.576132,252.994464,5.299834,5.19689,5.402777,297.071001,0.995605,1130.944885,819.013019,1131.444885,517.486981,22827.060366,295.439713,77.264698,2560,346.254098,252.700572,5.070159,5.022059,5.11826,305.605766,0.99653,603.523798,1109.699543,604.023798,226.800457,12251.756384,265.614475,46.126087,1811,287.046414,235.351239,5.99616,6.166348,5.825973,337.403892,0.993522
17,vesta-0018r.fit,17,0,59293.558245,2459293.558245,NaN,NaN,NaN,1.364784,NaN,-19.977101,0.8,NaN,NaN,10.291125,1.6,12,40,60,17.157383,1.809144,0.552747,0.225233,0.052439,0.016022,76.17601,34.499788,34.499788,34826.749407,454.628808,942.006485,824.388536,942.506485,512.111464,597535.892129,828.795077,720.969403,35314,2053.165663,253.358759,6.162079,6.198696,6.125462,339.191809,0.999747,1131.646751,819.192454,1132.146751,517.307546,22429.113966,334.17188,67.118496,1662,320.623494,253.065922,5.713122,5.929062,5.497181,359.151938,0.994297,603.791186,1109.794069,604.291186,226.705931,12397.63544,308.247478,40.219747,970,273.212121,235.643529,6.603276,7.168101,6.038452,8.882046,0.968197
18,vesta-0019r.fit,18,0,59293.558396,2459293.558396,NaN,NaN,NaN,1.36397,NaN,-19.977101,0.8,NaN,NaN,9.501723,1.6,12,40,60,16.781342,1.86803,0.535323,0.20608,0.051168,0.014663,81.431035,36.507478,36.507478,34807.382969,424.6983,940.814419,824.019634,941.314419,512.480366,584114.600513,812.045629,719.312535,44774,2316.908127,252.898938,5.53497,5.591266,5.478675,322.547232,0.993899,1130.678564,818.905658,1131.178564,517.594342,22671.045684,312.915268,72.451069,2070,332.530035,252.420333,5.635561,5.478156,5.792967,73.103423,0.995489,602.877333,1109.76521,603.377333,226.73479,12136.337285,287.145749,42.265426,1230,277.869718,235.136136,6.143508,5.742928,6.544088,271.871514,0.983065
19,vesta-0020r.fit,19,0,59293.563604,2459293.563604,NaN,NaN,NaN,1.336908,NaN,-19.977101,0.8,NaN,NaN,11.086848,1.6,12,40,60,17.110234,1.87905,0.532184,0.238742,0.058948,0.016695,71.668276,31.876316,31.876316,35018.294747,486.148285,941.183107,829.816146,941.683107,506.683854,599171.223163,839.244471,713.941222,28436,1797.131443,252.875713,6.697576,6.594799,6.800353,299.931534,0.996265,1130.021287,819.299009,1130.521287,517.200991,22855.152046,355.804593,64.235124,1263,312.597911,252.923885,6.767979,6.894452,6.641505,22.268357,0.997253,602.181395,1110.527716,602.681395,225.972284,12163.142701,331.275183,36.71613,798,266.878553,235.449244,7.002081,6.658182,7.345981,64.215013,0.975145
20,vesta-0021r.fit,20,0,59293.563755,2459293.563755,NaN,NaN,NaN,1.336157,NaN,-19.977101,0.8,NaN,NaN,8.78269,1.6,12,40,60,17.088829,1.800692,0.555342,0.199097,0.046054,0.014203,85.831659,39.099962,39.099962,34502.056618,399.181488,939.937847,830.42778,940.437847,506.07222,589599.754288,808.226491,729.49818,53363,2699.062241,252.590231,5.269435,5.253579,5.285291,312.50988,0.995194,1128.731057,819.927398,1129.231057,516.572602,22182.937512,294.736167,75.26371,2649,344.364754,253.451076,4.940546,4.776028,5.105064,301.685629,0.97797,600.692613,1110.999866,601.192613,225.500134,12319.119107,269.214509,45.759492,1421,285.979508,235.491315,5.889949,6.437936,5.341961,17.757999,0.948632
21,vesta-0022r.fit,21,0,59293.563917,2459293.563917,NaN,NaN,NaN,1.335351,NaN,-19.977101,0.8,NaN,NaN,9.22159,1.6,12,40,60,17.19962,1.786724,0.559684,0.205686,0.046853,0.014677,83.620942,38.134675,38.134675,34933.114622,415.030369,939.991107,830.79017,940.491107,505.70983,600836.287757,819.379476,733.282081,52506,2511.582707,252.79967,5.473903,5.505492,5.442314,332.95381,0.999613,1128.680808,820.065126,1129.180808,516.434874,22397.564622,305.737767,73.257435,2380,336.011194,252.438192,5.247649,5.267011,5.228287,317.328671,0.991741,600.780556,1111.41443,601.280556,225.08557,12535.55,280.668177,44.66324,1582,282.08209,235.307649,6.339504,6.517979,6.16103,28.798763,0.988977
22,vesta-0023r.fit,22,0,59293.569945,2459293.569945,NaN,NaN,NaN,1.306704,NaN,-19.977101,0.5,NaN,NaN,8.90606,1.6,12,40,60,16.453332,1.72574,0.579462,0.280115,0.063949,0.021472,58.737773,26.986377,26.986377,22797.964847,386.030905,941.25155,835.989128,941.75155,500.510872,375102.495516,663.459117,565.373941,37720,1749.012,248.602018,5.266636,5.12841,5.404862,76.759827,0.996566,1128.889846,819.275454,1129.389846,517.224546,14434.010168,282.373327,51.116762,1699,307.316,249.579959,5.520053,5.33922,5.700886,303.69733,0.971008,600.681134,1110.311996,601.181134,226.188004,8363.954679,263.220751,31.775438,1023,265.266932,231.944404,5.811386,6.029659,5.593114,7.14961,0.994007
23,vesta-0024r.fit,23,0,59293.570095,2459293.570095,NaN,NaN,NaN,1.306022,NaN,-19.977101,0.5,NaN,NaN,7.937626,1.6,12,40,60,17.600614,1.894625,0.527809,0.290709,0.070075,0.019522,60.543664,27.03719,27.03719,21162.329872,347.579779,941.468203,836.088691,941.968203,500.411309,372470.008912,650.348346,572.72385,31294,2148.795918,248.43873,5.139476,5.425456,4.853495,349.289349,0.985797,1129.044397,819.08801,1129.544397,517.41199,13851.425066,257.123063,53.8708,1519,317.70297,249.131559,2.744342,4.425,1.063684,1.717513,-0.26489,601.105275,1110.391177,601.605275,226.108823,7310.904806,233.879099,31.259334,1014,269.126904,232.015712,3.311351,5.032594,1.590107,350.469449,0.25015
24,vesta-0025r.fit,24,0,59293.570246,2459293.570246,NaN,NaN,NaN,1.305342,NaN,-20.417621,0.5,NaN,NaN,8.805109,1.6,12,40,60,17.538509,1.831267,0.54607,0.310918,0.072383,0.021584,56.408748,25.299759,25.299759,21638.519672,381.724008,941.368857,836.51783,941.868857,499.98217,379507.371209,664.944556,570.735361,39960,1823.348548,248.629165,5.011981,4.945223,5.078738,293.171834,0.998511,1128.975718,819.337193,1129.475718,517.162807,13995.820225,278.560343,50.243405,1675,306.721311,249.361393,5.104192,4.881486,5.326897,306.713046,0.906769,600.940285,1110.084781,601.440285,226.415219,7642.699448,260.993014,29.283157,975,262.831325,232.137753,5.369996,4.636049,6.103944,73.530769,0.89777
25,vesta-0026r.fit,25,0,59293.57455,2459293.57455,NaN,NaN,NaN,1.286527,NaN,-19.977101,0.2,NaN,NaN,10.759771,1.6,12,40,60,17.627683,1.673679,0.597486,0.900307,0.185826,0.066338,19.579635,9.006718,9.006718,8646.787797,440.715501,940.873526,842.004781,941.373526,494.495219,152422.831064,498.396424,305.826494,14283,662.054645,245.598822,5.28995,5.432316,5.147584,2.16197,0.997091,1127.503852,820.347518,1128.003852,516.152482,5412.746696,318.672246,16.985309,826,261.386301,246.556858,4.308763,6.248178,2.369348,16.370037,-1.522412,598.828636,1111.008217,599.328636,225.491783,3234.041101,304.430866,10.623237,578,238.252055,229.391668,7.29536,8.494077,6.096643,339.8752,0.824231
26,vesta-0027r.fit,26,0,59293.5747,2459293.5747,NaN,NaN,NaN,1.285891,NaN,-20.417621,0.2,NaN,NaN,9.771905,1.6,12,40,60,16.302884,1.784086,0.560511,0.711874,0.172715,0.054262,22.901346,10.329674,10.329674,9155.278815,398.704114,940.288466,841.11091,940.788466,495.38909,149257.45082,475.684405,313.77411,13036,748.191919,245.64158,5.503571,5.575309,5.431833,18.240351,0.998949,1127.024666,819.667475,1127.524666,516.832525,5866.845929,289.852496,20.240798,800,265.511628,246.020445,6.059935,6.76537,5.354499,359.103433,0.947183,598.673593,1110.461078,599.173593,226.038922,3288.432886,273.770891,12.011624,472,239.616162,228.543997,6.464566,5.393141,7.535991,279.230109,0.884322
